,주소,geocoding_juso4
267,서울특별시 은평구 통일로87길 7 (갈현동),서울특별시 은평구 통일로87길 7 
268,"서울특별시 강남구 봉은사로 111, 801호 (논현동)",서울특별시 강남구 봉은사로 111
269,"서울특별시 서초구 사임당로 174, 303~305호 (서초동, 강남미래타워)",서울특별시 서초구 사임당로 174
270,"서울특별시 관악구 남부순환로 1637, 501호 (신림동)",서울특별시 관악구 남부순환로 1637
271,"서울특별시 양천구 목동로 210 (목동, 타운빌딩)",서울특별시 양천구 목동로 210 
272,"서울특별시 동작구 상도로 178, 5층 (상도동)",서울특별시 동작구 상도로 178
273,"서울특별시 중랑구 망우로 403, 삼부빌딩 4층 (망우동)",서울특별시 중랑구 망우로 403
274,서울특별시 관악구 중앙1나길 3 (봉천동),서울특별시 관악구 중앙1나길 3 
275,"서울특별시 강남구 자곡로 114, 서강플라자 202호 (자곡동)",서울특별시 강남구 자곡로 114
276,"서울특별시 마포구 만리재로 15, 208호 (공덕동, 제일빌딩)",서울특별시 마포구 만리재로 15
277,"서울특별시 강남구 테헤란로 528, 5층 (대치동, 슈페리어타워)",서울특별시 강남구 테헤란로 528
278,"서울특별시 노원구 섬밭로 232, 202호 (하계동, 현대아파트,우성아파트)",서울특별시 노원구 섬밭로 232
279,서울특별시 양천구 등촌로 26 (목동),서울특별시 양천구 등촌로 26 
280,"서울특별시 동대문구 이문로 12, 2층 (휘경동)",서울특별시 동대문구 이문로 12
281,"서울특별시 송파구 백제고분로7길 31, 2층 (잠실동)",서울특별시 송파구 백제고분로7길 31
282,"서울특별시 동대문구 고산자로 451, 세우약령시빌딩 2층 (제기동)",서울특별시 동대문구 고산자로 451
283,"서울특별시 동대문구 약령시로 124, 1,2,3층 (청량리동)",서울특별시 동대문구 약령시로 124
284,"서울특별시 중랑구 망우로 400, 2층~3층(201호~204호,301호~304호) (망우동)",서울특별시 중랑구 망우로 400
285,"서울특별시 은평구 은평로 170, 상현빌딩 2층 205호 (응암동)",서울특별시 은평구 은평로 170
286,"서울특별시 동대문구 약령동길 41, 2층 209호 (제기동)",서울특별시 동대문구 약령동길 41
287,"서울특별시 송파구 송파대로 201, 송파 테라타워2 B동 222호 (문정동)",서울특별시 송파구 송파대로 201
288,서울특별시 은평구 통일로 912 (불광동),서울특별시 은평구 통일로 912 
289,"서울특별시 용산구 회나무로 15, 1~2층 (이태원동)",서울특별시 용산구 회나무로 15
290,"서울특별시 용산구 회나무로6길 5, 혜광의원 3층 (이태원동)",서울특별시 용산구 회나무로6길 5
291,"서울특별시 강동구 상암로11길 11, 강동리시온 2층 202호 (암사동)",서울특별시 강동구 상암로11길 11
292,"서울특별시 종로구 자하문로2길 4, 경복빌딩 401, 402호 (적선동)",서울특별시 종로구 자하문로2길 4
293,"서울특별시 은평구 은평로 11, (신사동)",서울특별시 은평구 은평로 11
294,"서울특별시 강남구 남부순환로 2933, 203호 (대치동, 대치상가 )",서울특별시 강남구 남부순환로 2933
295,"서울특별시 마포구 동교로 207, 6층 (동교동)",서울특별시 마포구 동교로 207
296,서울특별시 동작구 노량진로8길 3 (노량진동),서울특별시 동작구 노량진로8길 3 
297,"서울특별시 중랑구 사가정로50길 36, 1층 (면목동)",서울특별시 중랑구 사가정로50길 36
298,"서울특별시 동대문구 전농로 22, 203. 204호 (답십리동)",서울특별시 동대문구 전농로 22
299,"서울특별시 노원구 동일로 1538, 12단지 종합상가 210호 (상계동)",서울특별시 노원구 동일로 1538
300,"서울특별시 영등포구 가마산로 581, 2층 (신길동)",서울특별시 영등포구 가마산로 581
301,서울특별시 관악구 남부순환로 1734 (봉천동),서울특별시 관악구 남부순환로 1734 
302,"서울특별시 강남구 강남대로 446, 한웰빌딩 3층 (역삼동)",서울특별시 강남구 강남대로 446
303,"서울특별시 성북구 보국문로 51, 2층 (정릉동, 안진빌딩)",서울특별시 성북구 보국문로 51
304,"서울특별시 강남구 논현로164길 11, 5층 (신사동)",서울특별시 강남구 논현로164길 11
305,서울특별시 송파구 충민로2길 24 (장지동),서울특별시 송파구 충민로2길 24 
306,"서울특별시 구로구 고척로6길 58-1, 4층 (오류동)",서울특별시 구로구 고척로6길 58-1
307,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",서울특별시 송파구 송이로 123
308,"서울특별시 양천구 월정로 51, 201호 (신월동, 청송프라임)",서울특별시 양천구 월정로 51
309,"서울특별시 양천구 월정로 51, 105,106호 (신월동, 청송프라임)",서울특별시 양천구 월정로 51
310,"서울특별시 서초구 서초중앙로12길 3, 1층 (서초동)",서울특별시 서초구 서초중앙로12길 3
311,서울특별시 관악구 남부순환로 1764 (봉천동),서울특별시 관악구 남부순환로 1764 
312,"서울특별시 동작구 상도로 82, 3층 (대방동)",서울특별시 동작구 상도로 82
313,"서울특별시 동대문구 약령중앙로 8-1, 1층 (제기동)",서울특별시 동대문구 약령중앙로 8-1
314,"서울특별시 양천구 목동서로 213, 세신비젼프라자 4층 일부호 (목동)",서울특별시 양천구 목동서로 213
315,"서울특별시 서초구 사평대로 368, 중앙빌딩 5층 (서초동)",서울특별시 서초구 사평대로 368
316,"서울특별시 강남구 강남대로118길 12, 부경빌딩 5층 (논현동)",서울특별시 강남구 강남대로118길 12
317,"서울특별시 강남구 논현로 822, 로뎀빌딩 4,5,6층 (신사동)",서울특별시 강남구 논현로 822
318,"서울특별시 강동구 양재대로147길 6, 1~4층 (명일동)",서울특별시 강동구 양재대로147길 6
319,"서울특별시 동대문구 장한로 139, 2층 202호, 4층 (장안동)",서울특별시 동대문구 장한로 139
320,"서울특별시 영등포구 양평로19길 2, 2층 (양평동4가)",서울특별시 영등포구 양평로19길 2
321,"서울특별시 구로구 경인로 203-2, 2층 (오류동)",서울특별시 구로구 경인로 203-2
322,"서울특별시 도봉구 노해로63가길 31, 2층 (창동)",서울특별시 도봉구 노해로63가길 31
323,"서울특별시 강남구 선릉로 638, 예림빌딩 2층 (삼성동)",서울특별시 강남구 선릉로 638
324,"서울특별시 성북구 길음로 33, B동 지하1층 26,27,28,29호 (길음동, 상가)",서울특별시 성북구 길음로 33
325,서울특별시 도봉구 해등로 218 (쌍문동),서울특별시 도봉구 해등로 218 
326,"서울특별시 강북구 삼양로 470-1, 우림약국 2층 (수유동)",서울특별시 강북구 삼양로 470-1
327,"서울특별시 강북구 도봉로 352, 304호 (번동, 효성네오인텔리안)",서울특별시 강북구 도봉로 352
328,"서울특별시 종로구 송월길 99, 2219호 (홍파동, 경희궁자이 2단지)",서울특별시 종로구 송월길 99
329,"서울특별시 서대문구 통일로 135, 충정빌딩 2층 1호 (충정로2가)",서울특별시 서대문구 통일로 135
330,"서울특별시 종로구 송월길 99, 2207호 (홍파동, 경희궁자이 2단지)",서울특별시 종로구 송월길 99
331,"서울특별시 마포구 마포대로 68, 302, 303호 (도화동, 마포아크로타워)",서울특별시 마포구 마포대로 68
332,"서울특별시 서초구 반포대로21길 17, 선업빌딩 2층 (서초동)",서울특별시 서초구 반포대로21길 17
333,"서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이)",서울특별시 종로구 송월길 99
334,"서울특별시 종로구 사직로8길 34, 145호 (내수동, 경희궁의 아침3단지)",서울특별시 종로구 사직로8길 34
335,"서울특별시 강서구 양천로 401, A동 317호 (가양동, 강서한강자이타워)",서울특별시 강서구 양천로 401
336,"서울특별시 중랑구 면목로 366, 1층 (면목동)",서울특별시 중랑구 면목로 366
337,"서울특별시 금천구 독산로 142, 301호 (시흥동, 덕산빌딩 )",서울특별시 금천구 독산로 142
338,"서울특별시 강동구 진황도로49길 41, 이화빌딩 1층 (길동)",서울특별시 강동구 진황도로49길 41
339,"서울특별시 강서구 화곡로 324, 4층 (화곡동)",서울특별시 강서구 화곡로 324
340,"서울특별시 강동구 천중로52길 27, 2층 (길동)",서울특별시 강동구 천중로52길 27
341,"서울특별시 송파구 석촌호수로 133, 레이크팰리스 303,304호 (잠실동)",서울특별시 송파구 석촌호수로 133
342,"서울특별시 서초구 서초중앙로24길 3, 5층 (서초동, 서전빌딩)",서울특별시 서초구 서초중앙로24길 3
343,"서울특별시 구로구 경인로47길 107, 204호 (고척동)",서울특별시 구로구 경인로47길 107
344,서울특별시 노원구 석계로9길 21 (월계동),서울특별시 노원구 석계로9길 21 
345,"서울특별시 관악구 신림로 363-1, 4층 (신림동)",서울특별시 관악구 신림로 363-1
346,"서울특별시 중구 수표로 45, 비즈센터 1114~1116호 (저동2가)",서울특별시 중구 수표로 45
347,"서울특별시 중구 명동8가길 27, 9층 (충무로2가, 선샤인빌딩)",서울특별시 중구 명동8가길 27
348,"서울특별시 종로구 자하문로11길 16-2, 1층 (통인동)",서울특별시 종로구 자하문로11길 16-2
349,"서울특별시 서초구 고무래로 18, 2층 (반포동)",서울특별시 서초구 고무래로 18
350,"서울특별시 성동구 천호대로 312, 3층 (용답동)",서울특별시 성동구 천호대로 312
351,"서울특별시 노원구 동일로 1676, 2층 (상계동, 한사랑메디컬빌딩)",서울특별시 노원구 동일로 1676
352,"서울특별시 송파구 마천로57길 20, 2층,3층 (마천동)",서울특별시 송파구 마천로57길 20
353,서울특별시 성북구 아리랑로5길 26 (동소문동7가),서울특별시 성북구 아리랑로5길 26 
354,서울특별시 금천구 금하로 633-1 (시흥동),서울특별시 금천구 금하로 633-1 
355,"서울특별시 동작구 매봉로 182, 2층 (본동)",서울특별시 동작구 매봉로 182
356,"서울특별시 중랑구 봉우재로 66, 2층 (면목동)",서울특별시 중랑구 봉우재로 66
357,"서울특별시 노원구 덕릉로 698, 3층 (중계동, 광현빌딩)",서울특별시 노원구 덕릉로 698
358,"서울특별시 강동구 천호대로 1123, 건영빌딩 3층 (길동)",서울특별시 강동구 천호대로 1123
359,서울특별시 도봉구 시루봉로 137 (방학동),서울특별시 도봉구 시루봉로 137 
360,"서울특별시 강동구 양재대로89길 35, 2층 (성내동)",서울특별시 강동구 양재대로89길 35
361,"서울특별시 서초구 동작대로 70, 5~6층 (방배동, 하나빌딩)",서울특별시 서초구 동작대로 70
362,"서울특별시 송파구 오금로 404, 원일빌딩 (가락동)",서울특별시 송파구 오금로 404
363,"서울특별시 은평구 통일로 854, 1층 (불광동)",서울특별시 은평구 통일로 854
364,"서울특별시 영등포구 도신로15길 40, 2층 (도림동, 도림빌딩)",서울특별시 영등포구 도신로15길 40
365,"서울특별시 강남구 봉은사로 328, 창일빌딩 2층 (역삼동)",서울특별시 강남구 봉은사로 328
366,"서울특별시 동작구 상도로 69, 202호 (대방동, 상원빌딩)",서울특별시 동작구 상도로 69
367,"서울특별시 도봉구 도봉로 476 (창동, 삼성쉐르빌퍼스티)",서울특별시 도봉구 도봉로 476 
368,"서울특별시 서대문구 연희로 119, 2층 (연희동)",서울특별시 서대문구 연희로 119
369,서울특별시 동대문구 고산자로 445-1 (제기동),서울특별시 동대문구 고산자로 445-1 
370,"서울특별시 동작구 상도로53길 13, 301호 (상도동, 삼성레미안3차단지상가)",서울특별시 동작구 상도로53길 13
371,서울특별시 송파구 송파대로 404-1 (송파동),서울특별시 송파구 송파대로 404-1 
372,"서울특별시 관악구 관악로 168, 3동 407호 (봉천동, 대우디오슈페리움)",서울특별시 관악구 관악로 168
373,"서울특별시 동대문구 고산자로 441, 1층 (제기동)",서울특별시 동대문구 고산자로 441
374,"서울특별시 도봉구 도봉로150길 43, 212호 (방학동, ESA아파트2단지)",서울특별시 도봉구 도봉로150길 43
375,서울특별시 동대문구 경희대로 23 (회기동),서울특별시 동대문구 경희대로 23 
376,"서울특별시 동대문구 경희대로 23 (회기동, 경희의료원)",서울특별시 동대문구 경희대로 23 
377,서울특별시 동대문구 경희대로 23 (회기동),서울특별시 동대문구 경희대로 23 
378,"서울특별시 마포구 광성로 20, 큐브빌딩 3층 301호 (신수동)",서울특별시 마포구 광성로 20
379,"서울특별시 강북구 도봉로 295, 스타타워 6,7,8,15층 (수유동)",서울특별시 강북구 도봉로 295
